episode,reward,steps,goal,collision,epsilon,avg_loss,difficulty
529,28.9500,125,1,0,0.26603,0.176767,medium
530,32.8000,180,1,0,0.26536,0.216910,medium
531,26.9000,149,1,0,0.26470,0.194124,medium
532,-2.4000,39,0,1,0.26404,0.184742,medium
533,33.7000,59,1,0,0.26338,0.201752,medium
534,31.0000,75,1,0,0.26272,0.245872,medium
535,30.5500,156,1,0,0.26206,0.225340,medium
536,-2.2000,89,0,1,0.26141,0.177780,medium
537,-7.3500,600,0,0,0.26075,0.225092,medium
538,28.7500,365,1,0,0.26010,0.205697,medium
539,-2.5000,41,0,1,0.25945,0.192623,medium
540,29.2000,247,1,0,0.25880,0.192664,medium
541,-4.6000,51,0,1,0.25816,0.232072,medium
542,38.1500,197,1,0,0.25751,0.289409,medium
543,24.5000,501,1,0,0.25687,0.189669,medium
544,29.7500,112,1,0,0.25622,0.203875,medium
545,26.1500,113,1,0,0.25558,0.218057,medium
546,4.7500,109,0,1,0.25494,0.147846,medium
547,28.4000,188,1,0,0.25431,0.188883,medium
548,37.7500,249,1,0,0.25367,0.185770,medium
549,25.5000,225,1,0,0.25304,0.221277,medium
550,31.0500,130,1,0,0.25240,0.203703,medium
551,8.9500,600,0,0,0.25177,0.231731,medium
552,32.7500,474,1,0,0.25114,0.181498,medium
553,30.9500,141,1,0,0.25052,0.204609,medium
554,3.1500,102,0,1,0.24989,0.294865,medium
555,35.5500,194,1,0,0.24927,0.210218,medium
556,31.9500,136,1,0,0.24864,0.177067,medium
557,31.7500,169,1,0,0.24802,0.228233,medium
558,32.2000,77,1,0,0.24740,0.228386,medium
559,-6.2000,27,0,1,0.24678,0.180889,medium
560,35.1000,137,1,0,0.24617,0.212683,medium
561,29.4000,230,1,0,0.24555,0.204753,medium
562,28.0000,67,1,0,0.24494,0.227772,medium
563,35.2000,281,1,0,0.24432,0.180398,medium
564,27.1000,70,1,0,0.24371,0.250708,medium
565,28.7500,126,1,0,0.24310,0.238378,medium
566,23.9000,274,1,0,0.24250,0.214232,medium
567,27.6000,55,1,0,0.24189,0.142285,medium
568,26.3000,123,1,0,0.24128,0.160510,medium
569,31.4500,117,1,0,0.24068,0.187658,medium
570,28.2000,63,1,0,0.24008,0.124543,medium
571,-4.5500,72,0,1,0.23948,0.132828,medium
572,28.8000,49,1,0,0.23888,0.157984,medium
573,-7.8500,600,0,0,0.23828,0.174863,medium
574,29.4000,282,1,0,0.23769,0.159800,medium
575,29.9000,143,1,0,0.23709,0.197540,medium
576,28.0000,413,1,0,0.23650,0.176210,medium
577,37.6500,296,1,0,0.23591,0.173533,medium
578,29.0500,121,1,0,0.23532,0.147277,medium
579,28.9000,110,1,0,0.23473,0.160697,medium
580,0.1500,314,0,1,0.23414,0.128979,medium
581,27.5500,48,1,0,0.23356,0.135549,medium
582,28.2500,50,1,0,0.23298,0.148209,medium
583,30.3500,150,1,0,0.23239,0.154739,medium
584,1.3000,85,0,1,0.23181,0.156152,medium
585,-2.4000,394,0,1,0.23123,0.168605,medium
586,30.2000,77,1,0,0.23065,0.192032,medium
587,26.0500,46,1,0,0.23008,0.165944,medium
588,29.1000,65,1,0,0.22950,0.126011,medium
589,30.2000,180,1,0,0.22893,0.161787,medium
590,29.6500,360,1,0,0.22836,0.198809,medium
591,27.8000,40,1,0,0.22779,0.383347,medium
592,-0.2500,62,0,1,0.22722,0.279571,medium
593,35.1500,70,1,0,0.22665,0.209749,medium
594,19.6000,480,1,0,0.22608,0.171429,medium
595,26.9000,39,1,0,0.22552,0.135881,medium
596,30.7000,113,1,0,0.22495,0.167165,medium
597,30.1000,59,1,0,0.22439,0.138173,medium
598,3.2000,600,0,0,0.22383,0.132795,medium
599,7.4500,600,0,0,0.22327,0.125940,medium
600,28.8500,92,1,0,0.22271,0.160880,medium
601,37.9500,183,1,0,0.22215,0.142182,medium
602,32.3000,431,1,0,0.22160,0.137113,medium
603,30.5000,545,1,0,0.22105,0.158841,medium
604,33.6500,275,1,0,0.22049,0.133633,medium
605,27.2500,60,1,0,0.21994,0.142958,medium
606,36.9500,525,1,0,0.21939,0.148822,medium
607,28.5000,65,1,0,0.21884,0.138701,medium
608,28.3500,79,1,0,0.21830,0.131269,medium
609,34.6500,158,1,0,0.21775,0.123499,medium
610,34.1000,392,1,0,0.21721,0.145631,medium
611,-2.5500,28,0,1,0.21666,0.134305,medium
612,29.1500,46,1,0,0.21612,0.123085,medium
613,-4.5500,94,0,1,0.21558,0.142081,medium
614,42.3000,435,1,0,0.21504,0.140162,medium
615,35.7500,332,1,0,0.21450,0.164021,medium
616,27.0500,94,1,0,0.21397,0.251782,medium
617,30.2000,49,1,0,0.21343,0.159676,medium
618,-1.1500,59,0,1,0.21290,0.238186,medium
619,27.3500,269,1,0,0.21237,0.143828,medium
620,29.5000,132,1,0,0.21184,0.124262,medium
621,26.6000,58,1,0,0.21131,0.122109,medium
622,30.2500,66,1,0,0.21078,0.165288,medium
623,31.2500,54,1,0,0.21025,0.240008,medium
624,30.9000,77,1,0,0.20973,0.310034,medium
625,34.9000,284,1,0,0.20920,0.184308,medium
626,27.4000,112,1,0,0.20868,0.182503,medium
627,28.3000,227,1,0,0.20816,0.126033,medium
628,25.3500,48,1,0,0.20764,0.114024,medium
629,30.9000,81,1,0,0.20712,0.171780,medium
630,26.5500,126,1,0,0.20660,0.138732,medium
631,12.7500,600,0,0,0.20608,0.120949,medium
632,27.0500,50,1,0,0.20557,0.141253,medium
633,31.6000,125,1,0,0.20505,0.191350,medium
634,30.2000,121,1,0,0.20454,0.205771,medium
635,14.1000,600,0,0,0.20403,0.173819,medium
636,32.7500,67,1,0,0.20352,0.094585,medium
637,31.7500,58,1,0,0.20301,0.134721,medium
638,30.0000,107,1,0,0.20250,0.146444,medium
639,35.9500,218,1,0,0.20200,0.130377,medium
640,27.7500,59,1,0,0.20149,0.187104,medium
641,1.3000,102,0,1,0.20099,0.168654,medium
642,6.2000,600,0,0,0.20049,0.126346,medium
643,27.9500,60,1,0,0.19999,0.124882,medium
644,-0.4000,186,0,1,0.19949,0.132795,medium
645,26.0500,42,1,0,0.19899,0.101088,medium
646,29.6500,76,1,0,0.19849,0.097356,medium
647,10.8500,600,0,0,0.19799,0.143446,medium
648,34.4500,360,1,0,0.19750,0.127454,medium
649,31.2000,117,1,0,0.19700,0.099617,medium
650,28.6000,39,1,0,0.19651,0.125049,medium
651,28.7500,64,1,0,0.19602,0.117414,medium
652,-5.5500,30,0,1,0.19553,0.136796,medium
653,2.1500,109,0,1,0.19504,0.123366,medium
654,9.0000,600,0,0,0.19455,0.161175,medium
655,27.8000,31,1,0,0.19407,0.120822,medium
656,8.4000,600,0,0,0.19358,0.138402,medium
657,31.7500,72,1,0,0.19310,0.265720,medium
658,24.9000,348,1,0,0.19262,0.184070,medium
659,27.5500,138,1,0,0.19213,0.138659,medium
660,0.7500,600,0,0,0.19165,0.133476,medium
661,-2.2000,27,0,1,0.19117,0.234389,medium
662,34.0500,566,1,0,0.19070,0.149328,medium
663,32.1500,68,1,0,0.19022,0.124864,medium
664,-5.2500,83,0,1,0.18974,0.139937,medium
665,31.4000,67,1,0,0.18927,0.142832,medium
666,30.4000,41,1,0,0.18880,0.182030,medium
667,29.6500,72,1,0,0.18832,0.192164,medium
668,-0.7000,191,0,1,0.18785,0.133815,medium
669,-1.7000,55,0,1,0.18738,0.163431,medium
670,30.4500,68,1,0,0.18692,0.118676,medium
671,-0.9000,43,0,1,0.18645,0.101394,medium
672,-4.2500,136,0,1,0.18598,0.153822,medium
673,23.4500,200,1,0,0.18552,0.134016,medium
674,29.1000,54,1,0,0.18505,0.147505,medium
675,25.9000,85,1,0,0.18459,0.140507,medium
676,-0.3500,50,0,1,0.18413,0.218589,medium
677,-7.3500,16,0,1,0.18367,0.318404,medium
678,-1.1500,600,0,0,0.18321,0.439895,medium
679,-4.1500,52,0,1,0.18275,0.139267,medium
680,-3.8000,51,0,1,0.18230,0.226677,medium
681,-0.0000,78,0,1,0.18184,0.160481,medium
682,28.4000,111,1,0,0.18138,0.215145,medium
683,-2.0500,142,0,1,0.18093,0.211716,medium
684,-0.3500,277,0,1,0.18048,0.290142,medium
685,32.0500,62,1,0,0.18003,0.256221,medium
686,28.8500,34,1,0,0.17958,0.311304,medium
687,-0.2500,144,0,1,0.17913,0.190213,medium
688,27.4000,41,1,0,0.17868,0.251546,medium
689,-4.7000,358,0,1,0.17823,0.189081,medium
690,-5.8000,365,0,1,0.17779,0.244333,medium
691,27.7500,52,1,0,0.17734,0.144235,medium
692,-3.4500,274,0,1,0.17690,0.148658,medium
693,26.4500,70,1,0,0.17646,0.163452,medium
694,36.6000,228,1,0,0.17602,0.153323,medium
695,6.4000,600,0,0,0.17558,0.151211,medium
696,26.9500,445,1,0,0.17514,0.150629,medium
697,13.7000,600,0,0,0.17470,0.142259,medium
698,-3.9000,145,0,1,0.17426,0.122096,medium
699,28.7000,45,1,0,0.17383,0.149163,medium
700,44.3500,453,1,0,0.17339,0.143853,medium
701,30.9000,37,1,0,0.17296,0.110468,medium
702,27.2500,86,1,0,0.17253,0.137137,medium
703,-1.8500,40,0,1,0.17210,0.110329,medium
704,36.8000,202,1,0,0.17167,0.174193,medium
705,10.3500,600,0,0,0.17124,0.151506,medium
706,30.3500,46,1,0,0.17081,0.202510,medium
707,29.4000,37,1,0,0.17038,0.216926,medium
708,33.7500,234,1,0,0.16996,0.137590,medium
709,44.1000,433,1,0,0.16953,0.133447,medium
710,35.9500,212,1,0,0.16911,0.137277,medium
711,29.7500,138,1,0,0.16868,0.109288,medium
712,27.8000,45,1,0,0.16826,0.098036,medium
713,27.1000,33,1,0,0.16784,0.088611,medium
714,28.9500,44,1,0,0.16742,0.146367,medium
715,35.1500,161,1,0,0.16700,0.105937,medium
716,30.5000,55,1,0,0.16659,0.121729,medium
717,31.0500,85,1,0,0.16617,0.126953,medium
718,36.1500,320,1,0,0.16575,0.128493,medium
719,27.9000,39,1,0,0.16534,0.131465,medium
720,-0.6500,123,0,1,0.16493,0.173622,medium
721,26.2500,94,1,0,0.16451,0.168017,medium
722,33.4000,342,1,0,0.16410,0.132094,medium
723,38.6500,257,1,0,0.16369,0.120897,medium
724,28.0000,61,1,0,0.16328,0.109884,medium
725,-2.4000,135,0,1,0.16288,0.113329,medium
726,34.7500,169,1,0,0.16247,0.103645,medium
727,29.0500,102,1,0,0.16206,0.127851,medium
728,37.4000,334,1,0,0.16166,0.113303,medium
729,-2.7500,268,0,1,0.16125,0.126831,medium
730,-0.0000,78,0,1,0.16085,0.112235,medium
731,-9.9000,224,0,1,0.16045,0.129137,medium
732,26.5500,40,1,0,0.16005,0.287592,medium
733,33.2000,197,1,0,0.15965,0.153755,medium
734,28.6500,245,1,0,0.15925,0.123600,medium
735,35.2000,516,1,0,0.15885,0.134648,medium
736,29.2500,94,1,0,0.15845,0.100664,medium
737,30.6500,318,1,0,0.15806,0.119013,medium
738,26.8000,51,1,0,0.15766,0.265433,medium
739,28.6500,52,1,0,0.15727,0.360430,medium
740,32.8000,99,1,0,0.15687,0.141729,medium
741,29.1000,47,1,0,0.15648,0.077136,medium
742,23.6000,561,1,0,0.15609,0.121191,medium
743,30.9500,181,1,0,0.15570,0.105834,medium
744,28.0500,50,1,0,0.15531,0.181683,medium
745,25.0500,34,1,0,0.15492,0.140629,medium
746,39.1500,268,1,0,0.15453,0.096454,medium
747,34.7500,205,1,0,0.15415,0.118907,medium
748,25.4000,25,1,0,0.15376,0.125374,medium
749,2.0000,113,0,1,0.15338,0.117116,medium
750,-5.1500,163,0,1,0.15300,0.102602,medium
751,31.7500,58,1,0,0.15261,0.098298,medium
752,3.3500,85,0,1,0.15223,0.110490,medium
753,37.3500,224,1,0,0.15185,0.100742,medium
754,33.3500,112,1,0,0.15147,0.116758,medium
755,31.8000,147,1,0,0.15109,0.113522,medium
756,-4.1500,87,0,1,0.15071,0.086602,medium
757,-3.4000,101,0,1,0.15034,0.165851,medium
758,32.9500,72,1,0,0.14996,0.221013,medium
759,33.8500,429,1,0,0.14959,0.138043,medium
760,30.1500,121,1,0,0.14921,0.092662,medium
761,29.1000,78,1,0,0.14884,0.093325,medium
762,26.7000,27,1,0,0.14847,0.097672,medium
763,29.3500,69,1,0,0.14810,0.100452,medium
764,27.0500,126,1,0,0.14773,0.126390,medium
765,30.6000,193,1,0,0.14736,0.117247,medium
766,-1.1500,32,0,1,0.14699,0.114068,medium
767,31.5500,115,1,0,0.14662,0.103319,medium
768,0.3500,600,0,0,0.14625,0.102600,medium
769,25.1000,506,1,0,0.14589,0.098505,medium
770,30.3500,142,1,0,0.14552,0.098301,medium
771,31.9500,248,1,0,0.14516,0.146138,medium
772,30.0500,127,1,0,0.14480,0.103327,medium
773,-2.9500,600,0,0,0.14444,0.129510,medium
774,33.7500,138,1,0,0.14407,0.171902,medium
775,1.1500,84,0,1,0.14371,0.137132,medium
776,31.4500,234,1,0,0.14336,0.116690,medium
777,27.3500,42,1,0,0.14300,0.158107,medium
778,25.4500,322,1,0,0.14264,0.109093,medium
779,2.7000,156,0,1,0.14228,0.098885,medium
780,28.3500,44,1,0,0.14193,0.138289,medium
781,26.1000,55,1,0,0.14157,0.095603,medium
782,32.7000,69,1,0,0.14122,0.173466,medium
783,27.6000,151,1,0,0.14087,0.110192,medium
784,-0.6500,72,0,1,0.14051,0.107750,medium
785,-0.0500,86,0,1,0.14016,0.148160,medium
786,33.0500,144,1,0,0.13981,0.115872,medium
787,38.5000,277,1,0,0.13946,0.117303,medium
788,14.8500,600,0,0,0.13911,0.120985,medium
789,1.6500,134,0,1,0.13877,0.121885,medium
790,32.0000,51,1,0,0.13842,0.137120,medium
791,-0.8000,47,0,1,0.13807,0.084375,medium
792,-29.3000,600,0,0,0.13773,0.124472,medium
793,29.2500,42,1,0,0.13738,0.065256,medium
794,5.7000,284,0,1,0.13704,0.088491,medium
795,31.3500,199,1,0,0.13670,0.132570,medium
796,41.1000,241,1,0,0.13636,0.137901,medium
797,32.2500,209,1,0,0.13601,0.125598,medium
798,38.3500,322,1,0,0.13567,0.151827,medium
799,29.0000,46,1,0,0.13534,0.105126,medium
800,27.1000,265,1,0,0.13500,0.127965,medium
801,26.7500,39,1,0,0.13466,0.104740,medium
802,0.5500,70,0,1,0.13432,0.120752,medium
803,29.2000,71,1,0,0.13399,0.262036,medium
804,26.1500,28,1,0,0.13365,0.101440,medium
805,8.7000,203,0,1,0.13332,0.135446,medium
806,35.1000,232,1,0,0.13298,0.191112,medium
807,30.7500,66,1,0,0.13265,0.122736,medium
808,28.0500,78,1,0,0.13232,0.160903,medium
809,27.5500,38,1,0,0.13199,0.189536,medium
810,40.1000,261,1,0,0.13166,0.128529,medium
811,29.2500,58,1,0,0.13133,0.101709,medium
812,31.4500,38,1,0,0.13100,0.103724,medium
813,29.0500,38,1,0,0.13067,0.113644,medium
814,36.7500,219,1,0,0.13035,0.105048,medium
815,28.3500,70,1,0,0.13002,0.101033,medium
816,31.3000,360,1,0,0.12970,0.142296,medium
817,30.7000,47,1,0,0.12937,0.155785,medium
818,27.7000,43,1,0,0.12905,0.191384,medium
819,28.8000,49,1,0,0.12873,0.105018,medium
820,37.5000,206,1,0,0.12840,0.115056,medium
821,26.1500,28,1,0,0.12808,0.076128,medium
822,36.6500,262,1,0,0.12776,0.118496,medium
823,34.6000,139,1,0,0.12744,0.123655,medium
824,38.1500,210,1,0,0.12713,0.146340,medium
825,35.1500,134,1,0,0.12681,0.121491,medium
826,28.3500,38,1,0,0.12649,0.079329,medium
827,29.3000,80,1,0,0.12617,0.130308,medium
828,0.6500,44,0,1,0.12586,0.095435,medium
829,27.0000,33,1,0,0.12554,0.118637,medium
830,30.7000,135,1,0,0.12523,0.088375,medium
831,-2.4500,61,0,1,0.12492,0.106973,medium
832,27.5000,35,1,0,0.12461,0.069364,medium
833,20.3500,370,1,0,0.12429,0.093060,medium
834,-7.1000,106,0,1,0.12398,0.087865,medium
835,29.6500,77,1,0,0.12367,0.100791,medium
836,29.9500,120,1,0,0.12336,0.111171,medium
837,27.2500,86,1,0,0.12306,0.094591,medium
838,28.4000,37,1,0,0.12275,0.097822,medium
839,-4.0000,39,0,1,0.12244,0.114844,medium
840,30.0000,155,1,0,0.12213,0.091533,medium
841,5.5000,600,0,0,0.12183,0.108028,medium
842,0.2500,70,0,1,0.12152,0.108431,medium
843,-18.0500,600,0,0,0.12122,0.120580,medium
844,-0.0000,39,0,1,0.12092,0.135304,medium
845,26.4000,47,1,0,0.12062,0.093563,medium
846,32.6500,162,1,0,0.12031,0.114803,medium
847,28.6000,47,1,0,0.12001,0.085745,medium
848,-4.7500,14,0,1,0.11971,0.182773,medium
849,30.3000,45,1,0,0.11941,0.177136,medium
850,9.9500,600,0,0,0.11912,0.150101,medium
851,30.7000,47,1,0,0.11882,0.135568,medium
852,27.0500,42,1,0,0.11852,0.106098,medium
853,17.0000,600,0,0,0.11822,0.134554,medium
854,29.2000,59,1,0,0.11793,0.127536,medium
855,29.4500,66,1,0,0.11763,0.113156,medium
856,-3.0500,66,0,1,0.11734,0.092932,medium
857,-62.2000,600,0,0,0.11705,0.116681,medium
858,27.2500,126,1,0,0.11675,0.127202,medium
859,32.7500,229,1,0,0.11646,0.112586,medium
860,0.9500,38,0,1,0.11617,0.071015,medium
861,-2.8500,24,0,1,0.11588,0.073927,medium
862,32.6000,62,1,0,0.11559,0.118051,medium
863,-56.7000,600,0,0,0.11530,0.122361,medium
864,-1.9000,600,0,0,0.11501,0.127369,medium
865,26.2500,28,1,0,0.11473,0.142668,medium
866,-2.1000,64,0,1,0.11444,0.155331,medium
867,26.6500,42,1,0,0.11415,0.116480,medium
868,-4.3000,211,0,1,0.11387,0.131935,medium
869,28.1500,66,1,0,0.11358,0.153658,medium
870,31.4500,181,1,0,0.11330,0.163438,medium
871,32.0500,385,1,0,0.11302,0.172730,medium
872,-87.2500,600,0,0,0.11273,0.121962,medium
873,28.0000,37,1,0,0.11245,0.081141,medium
874,29.1000,47,1,0,0.11217,0.153847,medium
875,29.0500,36,1,0,0.11189,0.143228,medium
876,-71.8500,600,0,0,0.11161,0.149572,medium
877,31.9000,139,1,0,0.11133,0.163241,medium
878,30.1000,64,1,0,0.11105,0.383456,medium
879,29.1000,212,1,0,0.11078,0.161562,medium
880,-86.9500,600,0,0,0.11050,0.172789,medium
881,26.4000,27,1,0,0.11022,0.108904,medium
882,-4.0500,103,0,1,0.10995,0.157654,medium
883,12.8000,600,0,0,0.10967,0.159603,medium
884,30.9500,379,1,0,0.10940,0.160364,medium
885,-21.5500,600,0,0,0.10912,0.170194,medium
886,-2.6000,27,0,1,0.10885,0.241194,medium
887,24.2500,376,1,0,0.10858,0.162666,medium
888,27.1000,239,1,0,0.10831,0.166581,medium
889,28.0000,71,1,0,0.10804,0.170253,medium
890,27.5500,51,1,0,0.10777,0.132099,medium
891,29.1000,35,1,0,0.10750,0.166431,medium
892,25.9000,27,1,0,0.10723,0.117047,medium
893,-11.4500,600,0,0,0.10696,0.150817,medium
894,-78.6500,600,0,0,0.10669,0.155827,medium
895,-3.4000,304,0,1,0.10643,0.142191,medium
896,-11.4000,600,0,0,0.10616,0.197561,medium
897,26.8500,48,1,0,0.10589,0.189457,medium
898,1.8000,328,0,1,0.10563,0.166761,medium
899,-2.5000,92,0,1,0.10537,0.198324,medium
900,-71.8000,600,0,0,0.10510,0.178302,hard
901,27.4000,51,1,0,0.10484,0.164168,hard
902,27.5500,38,1,0,0.10458,0.123626,hard
903,28.5000,82,1,0,0.10432,0.139658,hard
904,-3.4500,52,0,1,0.10406,0.130304,hard
905,26.3000,500,1,0,0.10380,0.154257,hard
906,25.9500,218,1,0,0.10354,0.195596,hard
907,27.6000,55,1,0,0.10328,0.214284,hard
908,31.5000,73,1,0,0.10302,0.186075,hard
909,2.0500,126,0,1,0.10276,0.163085,hard
910,-65.6500,600,0,0,0.10250,0.155804,hard
911,26.5000,39,1,0,0.10225,0.126095,hard
912,-60.8000,600,0,0,0.10199,0.148420,hard
913,-7.0000,461,0,1,0.10174,0.169183,hard
914,-2.9000,121,0,1,0.10148,0.167833,hard
915,0.0500,52,0,1,0.10123,0.160874,hard
916,-2.8000,58,0,1,0.10098,0.130633,hard
917,26.8000,39,1,0,0.10072,0.159466,hard
918,35.9500,102,1,0,0.10047,0.264095,hard
919,-20.3500,600,0,0,0.10022,0.163755,hard
920,19.7500,371,1,0,0.09997,0.165239,hard
921,-2.1500,103,0,1,0.09972,0.159786,hard
922,27.5000,388,1,0,0.09947,0.164577,hard
923,-14.2000,600,0,0,0.09922,0.141949,hard
924,26.8000,45,1,0,0.09897,0.260643,hard
925,-7.3500,275,0,1,0.09873,0.146201,hard
926,34.1500,100,1,0,0.09848,0.183625,hard
927,32.2500,110,1,0,0.09823,0.208819,hard
928,-45.2500,600,0,0,0.09799,0.168927,hard
929,-23.7500,600,0,0,0.09774,0.168023,hard
930,30.2000,51,1,0,0.09750,0.171850,hard
931,28.4500,78,1,0,0.09726,0.116635,hard
932,-15.3000,273,0,1,0.09701,0.153430,hard
933,30.8000,43,1,0,0.09677,0.237710,hard
934,-51.7500,600,0,0,0.09653,0.148534,hard
935,26.7500,67,1,0,0.09629,0.171489,hard
936,33.3500,83,1,0,0.09605,0.177519,hard
937,29.7000,91,1,0,0.09581,0.122479,hard
938,-25.2500,600,0,0,0.09557,0.151168,hard
939,26.9000,23,1,0,0.09533,0.117108,hard
940,28.4000,65,1,0,0.09509,0.216343,hard
941,-0.7500,123,0,1,0.09485,0.154002,hard
942,25.2000,86,1,0,0.09461,0.160117,hard
943,-3.4500,68,0,1,0.09438,0.126532,hard
944,27.8000,75,1,0,0.09414,0.124484,hard
945,28.4500,68,1,0,0.09391,0.195655,hard
946,28.0000,43,1,0,0.09367,0.243880,hard
947,-21.1500,600,0,0,0.09344,0.140674,hard
948,31.5000,51,1,0,0.09320,0.137633,hard
949,29.9000,83,1,0,0.09297,0.178983,hard
950,26.4000,29,1,0,0.09274,0.354188,hard
951,-19.7500,600,0,0,0.09251,0.156411,hard
952,26.0500,46,1,0,0.09228,0.158279,hard
953,-22.3000,600,0,0,0.09204,0.161932,hard
954,-15.9000,600,0,0,0.09181,0.183512,hard
955,29.9500,65,1,0,0.09158,0.168830,hard
956,29.4000,43,1,0,0.09136,0.169998,hard
957,29.9500,62,1,0,0.09113,0.169361,hard
958,29.0000,39,1,0,0.09090,0.149291,hard
959,27.4000,37,1,0,0.09067,0.117378,hard
960,31.4500,102,1,0,0.09045,0.130317,hard
961,-14.9500,600,0,0,0.09022,0.159391,hard
962,31.3500,74,1,0,0.08999,0.162407,hard
963,27.2000,29,1,0,0.08977,0.106256,hard
964,30.3000,43,1,0,0.08954,0.122576,hard
965,30.1500,46,1,0,0.08932,0.114558,hard
966,-0.2500,34,0,1,0.08910,0.099360,hard
967,32.7000,127,1,0,0.08887,0.107781,hard
968,31.8500,62,1,0,0.08865,0.150308,hard
969,27.7500,47,1,0,0.08843,0.159055,hard
970,35.1000,140,1,0,0.08821,0.142169,hard
971,-3.6000,149,0,1,0.08799,0.146902,hard
972,27.1500,46,1,0,0.08777,0.142970,hard
973,30.2500,66,1,0,0.08755,0.221256,hard
974,26.6000,39,1,0,0.08733,0.230495,hard
975,3.0500,122,0,1,0.08711,0.181763,hard
976,32.3500,66,1,0,0.08689,0.143213,hard
977,30.8000,55,1,0,0.08668,0.244514,hard
978,25.6000,89,1,0,0.08646,0.120692,hard
979,-19.2500,600,0,0,0.08624,0.173494,hard
980,29.1000,49,1,0,0.08603,0.195682,hard
981,-9.9000,600,0,0,0.08581,0.178379,hard
982,30.2000,59,1,0,0.08560,0.149914,hard
983,32.7500,264,1,0,0.08539,0.158027,hard
984,-6.1000,30,0,1,0.08517,0.122219,hard
985,29.2000,33,1,0,0.08496,0.258076,hard
986,27.0500,38,1,0,0.08475,0.110212,hard
987,29.8000,129,1,0,0.08454,0.166217,hard
988,26.6000,33,1,0,0.08432,0.201819,hard
989,29.0000,34,1,0,0.08411,0.121432,hard
990,-7.1500,600,0,0,0.08390,0.152230,hard
991,-0.1500,600,0,0,0.08369,0.190874,hard
992,27.2500,138,1,0,0.08348,0.297572,hard
993,32.7500,54,1,0,0.08327,0.194192,hard
994,31.5500,58,1,0,0.08307,0.196778,hard
995,29.4000,85,1,0,0.08286,0.267485,hard
996,31.8000,63,1,0,0.08265,0.179064,hard
997,31.1500,70,1,0,0.08245,0.165228,hard
998,30.4500,48,1,0,0.08224,0.117656,hard
999,-6.9000,31,0,1,0.08203,0.146575,hard
1000,28.9500,52,1,0,0.08183,0.181130,hard
1001,31.4500,52,1,0,0.08162,0.172891,hard
1002,27.9000,79,1,0,0.08142,0.133016,hard
1003,-3.7000,21,0,1,0.08122,0.154201,hard
1004,30.0000,45,1,0,0.08101,0.123931,hard
1005,-4.7500,206,0,1,0.08081,0.173474,hard
1006,28.0500,36,1,0,0.08061,0.111578,hard
1007,-2.5000,119,0,1,0.08041,0.127069,hard
1008,30.7000,57,1,0,0.08021,0.149977,hard
1009,30.4000,61,1,0,0.08001,0.156168,hard
1010,34.2000,125,1,0,0.07981,0.135087,hard
1011,-0.2000,42,0,1,0.07961,0.160701,hard
1012,28.7000,31,1,0,0.07941,0.177249,hard
1013,34.3000,101,1,0,0.07921,0.159717,hard
1014,38.5000,247,1,0,0.07901,0.221417,hard
1015,29.1000,95,1,0,0.07881,0.216566,hard
1016,-15.6000,600,0,0,0.07862,0.182964,hard
1017,-1.1500,600,0,0,0.07842,0.178815,hard
1018,27.3000,29,1,0,0.07822,0.103921,hard
1019,-27.3000,580,0,1,0.07803,0.150217,hard
1020,-31.8000,600,0,0,0.07783,0.155578,hard
1021,27.7500,46,1,0,0.07764,0.136149,hard
1022,29.1000,208,1,0,0.07744,0.175728,hard
1023,-9.9500,600,0,0,0.07725,0.153388,hard
1024,30.7000,49,1,0,0.07706,0.162697,hard
1025,28.1500,154,1,0,0.07686,0.159798,hard
1026,26.3500,43,1,0,0.07667,0.142477,hard
1027,29.9500,32,1,0,0.07648,0.118339,hard
1028,-6.6000,173,0,1,0.07629,0.138479,hard
1029,-7.9000,215,0,1,0.07610,0.211121,hard
1030,0.4000,55,0,1,0.07591,0.150547,hard
1031,27.6000,37,1,0,0.07572,0.203897,hard
1032,32.1000,57,1,0,0.07553,0.184815,hard
1033,29.4000,39,1,0,0.07534,0.296251,hard
1034,-5.5500,192,0,1,0.07515,0.177403,hard
1035,26.3000,41,1,0,0.07496,0.211004,hard
1036,26.0000,41,1,0,0.07478,0.181349,hard
1037,49.1000,506,1,0,0.07459,0.167191,hard
1038,22.0000,418,1,0,0.07440,0.167046,hard
1039,31.3000,53,1,0,0.07422,0.148681,hard
1040,-1.3000,323,0,1,0.07403,0.150458,hard
1041,1.5000,600,0,0,0.07385,0.153788,hard
1042,34.1500,138,1,0,0.07366,0.181073,hard
1043,25.0000,463,1,0,0.07348,0.148841,hard
1044,15.0000,583,1,0,0.07329,0.148859,hard
1045,28.8500,38,1,0,0.07311,0.162786,hard
1046,27.6500,40,1,0,0.07293,0.147721,hard
1047,27.9000,57,1,0,0.07275,0.138557,hard
1048,-7.3500,132,0,1,0.07256,0.124322,hard
1049,28.3500,36,1,0,0.07238,0.198521,hard
1050,29.8000,89,1,0,0.07220,0.129240,hard
1051,28.2000,54,1,0,0.07202,0.177900,hard
1052,27.8000,33,1,0,0.07184,0.140646,hard
1053,13.8500,600,0,0,0.07166,0.228662,hard
1054,28.3000,64,1,0,0.07148,0.186403,hard
1055,29.4500,80,1,0,0.07130,0.156219,hard
1056,33.6500,176,1,0,0.07113,0.233856,hard
1057,-1.3500,94,0,1,0.07095,0.185389,hard
1058,-1.9500,85,0,1,0.07077,0.200627,hard
